,to_id,from_id,date,post
2650,19914761,19914761,1492424217,Друзья радостная новость апреля я лечу в Белград поэтому кто хотел встретиться что то обсудить или просто поболтать милости прошу кто хочет посмотреть Балканы тоже 
2652,19914761,19914761,1491892894,Сальса пятница уже совсем скоро и мы с радостью приглашаем всех на нашу солнечную вечеринку которая состоится в уютной студии ТАНГОМАНИЯ го АПРЕЛЯ Музыкальные новинки и уже проверенные треки от Начало в танцуем до полуночи До скорой встречи 😇💃🎶 ВНИМАНИЕ❗ОБЯЗАТЕЛЬНА СМЕННАЯ ТАНЦЕВАЛЬНАЯ ОБУВЬ❗Мы танцуем на паркете которому сильно вредит уличный песок поэтому просим соблюдать данное условие Администрация клуба никого не пропустит в уличной обуви❗ Чайковского ул й этаж м Чернышевская мин пешком 👣 ВХОД ✔ руб без записи ✔ руб по промо списку → ✅ Идём
2654,19914761,19914761,1491162732,А ведь правда друзья
2655,19914761,19914761,1491154674,Наверное тот случай когда возраст даже украсил придал мудрости спокойствия и обдуманности 
2658,19914761,19914761,1490479601,💞Хотите провести с девушкой вечер в романтичной обстановке и не знаете как это сделать Пандора организует для Вас свидание где Вы будете только вдвоём без посторонних ⛔ Приглушённый свет лепестки роз свечи мягкие диваны создают романтичную атмосферу и настраивают на приятное времяпрепровождение ☺ Тут Вы сможете насладиться общением друг с другом Также в кинозале Вы сможете ● Просмотреть любимый фильм на большом экране ● Поиграть на игровой приставке ● Воспользоваться караоке Проводите вечера вместе чаще 😉 Для бронирования зала звоните ☎ Или пишите в ВК администратору Ха 
2659,19914761,19914761,1490157694,Друзья мы готовы поделиться горячими новостями о предстоящем фестивале Шестнадцатый международный музыкальный фестиваль состоится и июля в ЦПКиО им Кирова Среди первых артистов года Грибы ГШ Буерак и др Для вас выступят более артистов различных музыкальных жанров июля откроет грандиозный концерт проекта Симфоническое КИНО а фестиваль посвящается Виктору Цою которому в этом году исполнилось бы лет А чтобы ожидание фестиваля не казалось долгим каждые репостов этой записи разыгрываем билета на фестиваль Условия розыгрыша Состоять в группе Быть участником встречи Сделать репост этой записи 🔆 Не хочешь ждать результатов Купи билет прямо сейчас Друзья идём 
2660,19914761,19914761,1490122439,Спасибо всем за тёплые поздравления в этот волшебный день Друзья я очень ценю и люблю каждого из вас и рада что вы у меня есть Обещаю с каждым увидеться и крепко обнять 😘😘😘 
2661,19914761,19914761,1489947962,Медленно но верно курс на поправку 🤧🤒🤕 неболейте дорогадомой 
2662,19914761,19914761,1489611603,В семейной жизни всё так же как в парном танце Всё внимание приковано к женщине но ведущим является мужчина Женщина проявляет гибкость а мужчина выполняет поддержку не давая ей упасть Мужчина руками устанавливает границы для движения женщины а женщина выражает себя как ей нравится внутри этих границ Мужчина задает направление а женщина следует за движением мужчины И самое главное для гармоничного танца умение чувствовать друг друга доверять и тонко улавливать настроение партнёра 
2663,19914761,19914761,1489347390,Кто задумчиво сегодня грустит в баре тот я😪😪😪 Ягер хаус
2665,19914761,19914761,1489001746,Питер на скорости км ч😨😱
2666,19914761,19914761,1488952020,Брутальные но очень милые мужчины поздравляют с марта Девочки любимые с праздником 🌷🌷🌷
2667,19914761,19914761,1488691390,Настоящий мужчина всегда порадует даже находясь в другой стране 😘😘😘
2668,19914761,19914761,1488610937,Осторожненько мужчина альфонс Девочки читаем и не повторяем моих ошибок НИКОГДА 
2669,19914761,19914761,1488607246, Д Воскресенье начало в и до ❤️💛💚💙💜🖤
2671,19914761,19914761,1488450952,Мы жгли как могли 😂😂😂 Атриум
2672,19914761,19914761,1488400293,С теми которых любил он ссорился так часто что под конец ржавчина ссор неизменно разъедала все что связывало их Он слишком сильно любил слишком много требовал и в конце концов оставался ни с чем Эрнест Хемингуэй Снега Килиманджаро 
2673,19914761,19914761,1488358657,Друзья продолжаем традицию начинать выходные вечеринками а на этот раз мы еще и встречаем весну Итак зажигаем в ПЯТНИЦУ го МАРТА в баре вместе с Начало вечеринки в танцуем минимум до полуночи 😇💃🎶 Ефимова ул ТРК ПИК на м этаже над кофе хаусом м Сенная пл Садовая Спасская Ⓜ ВХОД ✔ руб без записи ✔ руб по промо списку → ✅ 😘😘😘
2675,19914761,19914761,1488098518,Когда утром захотелось сладкого😖😽 менябалуют☺ растипопа сластена кчертукризис
2676,19914761,19914761,1488042820,Ждём сальсу Кофейная Гамма
2677,19914761,19914761,1488038960,Аудиокнига К Г Юнг – Психологические типы Полезно для тех кто хочет разбираться в психологии 📖 На досуге 
2678,19914761,19914761,1487957467,Вот так вот колдовство над образом закончилось Можно смело идти на свидание 😘 глаза мякияжглаз романтичныйобраз
2681,19914761,19914761,1487937903, февраля в комиксах 😃 Поздравьте своих любимых отцов Автор Хоть и с опозданием но классно же 
2682,19914761,19914761,1487928199,Вот оно такое это самое счастье Счастье
2683,19914761,19914761,1487877997,Застали салют на пути из клиники 
2684,19914761,19914761,1487876296,Вечер сюрпризов какой то счастьесвалилосьнаголову всехорошо чудесабываютесливнихверить🙏🏻 Многопрофильная Клиника им НИ Пирогова
2685,19914761,19914761,1487861283,Необычно и приятно получить такое чудо в День защитника Отечества Пора мне я чувствую Родину защищать 
2686,19914761,19914761,1487790773,Масленица по грузински присоединяйтесь 😘❤️ Ресторан Хочу Харчо 
2689,19914761,19914761,1487087982,Ах да забыла поздравить всех с праздником Любите друг друга Березки
2693,19914761,19914761,1486637128,Спасибо Ника К за юмор я безжалостно и нагло стащила это себе
2694,19914761,19914761,1486617381,Друзья марта состоится вторая грандиозная общегородская вечеринка в Чаплин Холл прекрасное место качественный звук отличные диджеи элегантный дресс код и разумеется сальса концерт На этот раз обещаем большой танцпол Все подробности чуть позже а пока обводите марта у себя в календаре и планируйте планы бор гостей в Начало программы в Пироговская наб Резерв по тел танцы сальса концерт кубинцытакиекубинцы 
2695,19914761,19914761,1486556663,Друзья с радостью приглашаем всех на вечеринку которая состоится в уютной студии ТАНГОМАНИЯ Начинаем горячие сальса выходные в ПЯТНИЦУ го ФЕВРАЛЯ Музыкальные яства от Начало вечеринки в танцуем до полуночи 😇💃🎶 ВНИМАНИЕ❗ОБЯЗАТЕЛЬНА СМЕННАЯ ТАНЦЕВАЛЬНАЯ ОБУВЬ❗Мы танцуем на паркете которому сильно вредит уличный песок поэтому просим соблюдать данное условие Администрация клуба никого не пропустит в уличной обуви❗ Чайковского ул й этаж м Чернышевская мин пешком 👣 ВХОД ✔ руб без записи ✔ руб по промо списку → ✅
2702,19914761,19914761,1486176335,Никто не заслуживает того чтобы хвалили за добрые дела если у него не хватает смелости быть злым воттаквот
2704,19914761,19914761,1485974011, Чайхона Санкт Петербург
2709,19914761,19914761,1485455419,Хотите пейте водку хотите не пейте Хотите курите или не курите Занимайтесь спортом или не занимайтесь Ешьте фастфуд или питайтесь Правильно Материтесь как сапожники или говорите на чистой латыни Подписывайтесь отписывайтесь пишите комментарии или не пишите худейте толстейте любите котиков или собачек или не любите Качайте бицепсы или губы Ходите в трениках или в тигровой шкуре Делайте всё что вам угодно только не указывайте что делать мне потому что сам разберусь Сергей Шнуров
2710,19914761,19914761,1485429180,Настроение Березки
2711,19914761,19914761,1485375173,Дорогие друзья наша вновь состоится в антуражном баре на Лиговском Музыкальные новинки и вкусности от С радостью всех приглашаем и ждем в ПЯТНИЦУ го ЯНВАРЯ Начало вечеринки в танцуем до полуночи 😇💃🎶 от • • • и не только 😃🍷🍸 Лиговский пр м Лиговский пр Обводный канал 👣 ВХОД ✔ руб без записи ✔ руб по промо списку → ✅ 😲 уже боюсь туда идти
2715,19914761,19914761,1485205966,Сама не помню как я там оказалась 🙄🙄🙄
2718,19914761,19914761,1485120905,Нет сказок лучше тех которые создаёт сама жизнь Ганс Христиан Андерсен😘😘😘
2719,19914761,19914761,1485114249, устала после вечеринки 
2721,19914761,19914761,1485010267,Рабочий день тоже должен быть красивым 
2722,19914761,19914761,1484941788,Отдыхаем спасибо за полезный мк многое пересмотрела в плане сальсы 
2723,19914761,19914761,1484841953,Про меня коротко лаконично и доходчиво 😊😊😊 Ты любишь телом Тебя нужно трогать гладить щупать тереть чесать Не трогает – не любит
2724,19914761,19914761,1484817268,Дорогие друзья следующая пройдет в новом антуражном баре на Лиговском Весь пятничный вечер с вами С нетерпением ждем вас го ЯНВАРЯ Начало вечеринки в танцуем до полуночи 😇💃🎶 от • • • и не только 😃🍷🍸 Лиговский пр м Лиговский пр Обводный канал 👣 ВХОД ✔ руб без записи ✔ руб по промо списку → ✅ 💃🏻
2726,19914761,19914761,1484815155,Мое самое весёлое и незабываемое танцевальное знакомство 😂😂😂 Тангомания
2728,19914761,19914761,1484635264,Представляем Вашему вниманию диджеев 💥💥💥 Георгий Величковский 😎💿 Главный танцпол Формат кубы бачата Денис Сорокоумов 😎💿 Второй танцпол Линия Формат линии бачата 🖖Будет нереально круто ждем Вас О да все к Денису бегом и танцуя 🤗
2730,19914761,19914761,1484197470,Около двух часов ночи горела квартира на третьем этаже в доме по Искровскому пр На выхов приехали пожарных машин полиция скорых газовая машина января в на телефон поступило сообщение о пожаре по адресу Невский район Искровский проспект д В однокомнатной квартире выгорела комната площадью кв метров В пожар ликвидирован К ликвидации пожара привлекалось от МЧС единицы техники и человек личного состава Вот так горела часть моего дома в нескольких метрах от моей квартиры😱
2731,19914761,19914761,1484144763,Дорогие друзья мы возвращаемся и всех приглашаем на первую года Итак ПЯТНИЦА е но все еще ЯНВАРЬ да и Старый Новый год еще не отпразднован уютная студия и конечно же весь вечер музыка от В баре праздничное вино и шампанское по минимальным ценам чай и кофе в свободном доступе С нетерпением ждем вас Начало вечеринки в танцуем до полуночи 😇💃🎶🍷🍸 ВНИМАНИЕ❗ОБЯЗАТЕЛЬНА СМЕННАЯ ТАНЦЕВАЛЬНАЯ ОБУВЬ Мы танцуем на паркете которому сильно вредит уличный песок поэтому просим соблюдать данное условие Администрация клуба никого не пропустит в уличной обуви❗ Чайковского ул й этаж м Чернышевская мин пешком 👣 ВХОД ✔ руб без записи ✔ руб по промо списку → ✅ 
2732,19914761,19914761,1484077326,Корпоратив за образ ещё раз благодарю и а вообще было весело🔥🔥🔥
2733,19914761,19914761,1484073878,Дорогие друзья Приходите на вторую вечеринку года Старый Новый год самый смешной праздник давайте его отметим Танцуем наверху а в нижнем зале Ждём всех А особенно тех кто еще не был на вечеринках Ребята пора Начните год смело Получайте удовольствие от того что вы уже умеете Начинаем в и до полуночи Вход р Адрес м Гостиный Двор ул Садовая д к Кто идёт 
2734,19914761,19914761,1484046746,Единственная разница между моей реальной жизнью и порно это то что в жизни освещение получше 😂😂😂
2735,19914761,19914761,1483905536,Традиционные посиделки а кое кто так и не доехал😉 Кофейная Гамма
2737,19914761,19914761,1483464933,Ну и вид у меня😳😳пишем самые сокровенные желания видимо у меня они не скромные
2738,19914761,19914761,1483282460,Дима спасибо за праздник Новый год встретили отлично Надеюсь так же и проведём 
2739,19914761,19914761,1483224906,Станцевала танцев заслужила минутку дуракаваляния а вообще всех с Новым годом 
2741,19914761,19914761,1483114511,Услышала во Фриде зацепила под кальян
2742,19914761,19914761,1483085826,Дорогие друзья впереди праздники и мы решили порадовать вас новогодней вечеринкой С нетерпением ждем всех в ПЯТНИЦУ го ДЕКАБРЯ в уютной студии на ул Чайковского Предновогоднее музыкальное настроение создает В программе много отменной сальсы чай и кофе в свободном доступе очень демократичный бар и домашняя праздничная атмосфера Начало вечеринки в танцуем до полуночи 🎅💃🎶🍷🍸🎁🎄 Информацию о наших регулярных пятничных вечеринках вы сможете найти в единой встрече → а также групп → ✔ Чайковского ул й этаж м Чернышевская мин пешком 👣 ВХОД ✔ руб без записи ✔ руб по промо списку → ✅Пойдёмте потанцуем 😘кто со мной 
2743,19914761,19914761,1482582554,ВНИМАНИЕ ВСЕМ МАКСИМАЛЬНЫЙ РЕПОСТ Друзья максимальный репост 
2745,19914761,19914761,1482408758, Я хочу победы в конкурсе Прогони депрессию танцем» это ежегодный конкурс устраиваемый Филадельфийским обществом психиатров для того чтобы женщины страдающие клинической депрессией могли вылечиться при помощи движения преобразовать свое отчаяние в танец За второе место присуждается венок из цветов а за первое золотой кубок Танцуя соло я два года подряд завоевывала чёртов венок но в этом году хочу заполучить кубок И вот тут то ты мне и нужен Пэт Я в жизни не встречала другого такого силача ну разве это не Божественное вмешательство Фильм Мой парень псих г советует фильмыМоя любовь
2746,19914761,19914761,1482004637,Нам не хватает именинника☺🥂🎉🎊 Кончита Бонита
2747,19914761,19914761,1481995647,Когда приспичило тусить 😂😂😂спасибо и Екатерина Буракова за кудри оооочень себе нравлюсь нарциссизмдиагнозинстаграмера люблюсебянимагу 
2749,19914761,19914761,1481965822,Претендуешь Соответствуй 
2750,19914761,19914761,1481956213,Доктор вчера сказал что мне не хватает фосфора нуу в общем наколдовали вечер🦇🕷 
2751,19914761,19914761,1481901442,Друзья мои Выходные прям очень насыщенные получаются Но для понимания и ответом на возникающие вопросы даю короткие разъяснения 😉 Итак в ждём Вас в студии Тангомания где будем отмечать день рождения замечательной Кристины Бызовой распивая согревающие напитки и танцуя под латиноамериканские ритмы Клянусь песен Ирины Аллегровой в листе нет 😂 А в в студии начинается вечеринка уже в честь моего дня рождения Я приеду в студию к полуночи где буду также рад Вас всех видеть 😊Вот здесь может и Аллегрова появится 😂🙀🙀🙀
2752,19914761,19914761,1481825749,Бойтесь меня и не обижайте аяколдую бойсяменябойся чувствоюмораесть😂
2754,19914761,19914761,1481639680,Александр Невзоров Запрет на аборты должен распространяться лишь на поклонников древнееврейского фольклора 😎
2756,19914761,19914761,1480971693,Угараем над песней с по пути домой Убер очередной раз порадовал Все диджеи петушье 😂😂😂
2758,19914761,19914761,1480921744, Патриарх Кирилл и его роскошная яхта почему молчит РПЦ Собеседник ру
2761,19914761,19914761,1480793317,Красавицы люблю наши душевные встречи готовимся танцевать 💃🏾💃🏽💃🏼💃🏿 Кофейная Гамма
2762,19914761,19914761,1480681095,Современные технологии позволяют творить чудеса Ради развлечения запилил собственный аналог блекджеком и прочими радостями жизни Возможно скоро запущу полноценный сервис Как думаете взлетит 🚀😇
2764,19914761,19914761,1480441630,Как мне сказал сегодня один знакомый фотограф есть в тебе что то такое что заставляет моё сердце биться чаще Прямо засмущал 
2767,19914761,19914761,1480269843,Желание двигаться в ответ на эмоцию – физиологический факт который будет всегда пока живут люди Существование ритма и его прямой связи с жизнью и с сексом очевидно когда ритм и движение объединяются вместе рождается танец Виктор Сильвестр 
2768,19914761,19914761,1480018846,Дорогие друзья наша следующая вечеринка будет заключительной в этом году и мы хотим провести ее с подтекстом романтики весь вечер во втором зале будет звучать Приглашаем всех всех хорошенько потанцевать в ПЯТНИЦУ го НОЯБРЯ в Петроконгрессе который стал еще уютнее Музыкальное пятничное настроение создают и Начало вечеринки в танцуем до полуночи 😇💃🏃🍸🎶 Всю информацию о наших регулярных пятничных вечеринках вы сможете найти в единой встрече → а также групп → ✔ Петроконгресс Лодейнопольская ул м Чкаловская мин пешком 👣 ВХОД ✔ руб без записи ✔ руб по промо списку → ✅ Друзья😘😍 пошли со мной танцевать
2769,19914761,19914761,1480006098,Отдыхаем перед или вместо тренировки всех ждём мы в 
2771,19914761,19914761,1479829978, Есть предложение крутануть 🌎 кто отчаянный 😜😎🙀полный список сальса фестивалей по ссылке не нашла как сделать красивый репост с сайта не судите строго
2773,19914761,19914761,1479580799,Люблю нашу группу вы лучшие Кофейная Гамма
2775,19914761,19914761,1479557829,Читаем интервью наших учеников на интернет ресурсе о мировой танцевальной индустрии Ребята вы чудесные Как я вас всех люблю
2778,19914761,19914761,1479328363,Навеяло сегодня Подгулявшей гурьбою Все расселись И вдруг Где двое Нет двух Может ветром их сдуло Посреди кутежа Два пустующих стула Два лежащих ножа Они только что пили Из бокалов своих Были Сплыли Их нет двоих Водою талою Ищи свищи Сбежали бросив к дьяволу Приличья и плащи Сбежали как сбегает С фужеров гуд Так реки берегами Так облака бегут Андрей Вознесенский
2780,19914761,19914761,1479306565,Спасибо всем организаторам и участникам за этот вечер я вас 😍😘
2781,19914761,19914761,1479293229,• 😃 Выбрал Репост поделись с другом 
2782,19914761,19914761,1479245687,Понравилось Поделись с друзьями Приятного прослушивания Что послушать на ночь 🤔😍
2786,19914761,19914761,1478983431,Дорогие наши друзья Это срочно Семья Марины Мамутиной снимет однокомнатную или двухкомнатную квартиру желательно в Невском районе но это не обязательно Может у кого нибудь если знакомые которые сдают без посредников Помогите моему любимому дизайнеру☺️☺️☺️
2787,19914761,19914761,1478950787,Очень сильно несмотря на то что попсу не люблю этот клип нравится он дорогой и очень чувственный
2789,19914761,19914761,1478801283,Др Ильи не забываемо😘😘😘 
2792,19914761,19914761,1478675891,Ноябрьские праздники позади а вечеринка вновь впереди Друзья всех вас с нетерпением ждем в ПЯТНИЦУ го НОЯБРЯ в Петроконгрессе У нас по прежнему два танцпола и за мамбос весь вечер отвечает Д атмосферу Кубы создает Начало вечеринки в танцуем до полуночи 😇💃🏃🍸🎶 Всю информацию о наших регулярных пятничных вечеринках вы сможете найти в единой встрече → а также группах → и ✔ Петроконгресс Лодейнопольская ул м Чкаловская мин пешком 👣 ВХОД ✔ руб без записи ✔ руб по промо списку → ✅ 
2793,19914761,19914761,1478675781,• Новый отреставрированный ресторан на Садовой ул минута от м Гостиный двор • • фотографа • Лучшие диджеи д Андрей Балашов Фёдор Недотко Перкуссия 😘😘😘
2795,19914761,19914761,1478373849,Клуб анонимных алкоголиков 😂😂😂 
2797,19914761,19914761,1478335575,Здесь мы творим красоту атмосфера свет вдохновение все что нужно для хорошей съемки фотосессия креатив домасидяттолькослабаки 
2798,19914761,19914761,1478280029,Новый образ макияж фотосессия 
2799,19914761,19914761,1478259548,Они оба разыгрывали из себя крутых циников независимых одиночек которым никто не нужен и чтобы не выбиваться из образа не позволяли себе проявлять нежность друг к другу самую обыкновенную нежность в которой и он и она так отчаянно нуждались нежность ябезмакияжа естествнностьвмоде
2800,19914761,19914761,1477939362,Танцевать плохо можно учить плохо нельзя танцуйсердцем 
2801,19914761,19914761,1477822121,Это я после вечеринки 🎃🕸крылья отваливаются то на чем сижу болит да и ножки плясать не хотят 
2802,19914761,19914761,1477808434,Мне приснилась эта песня сегодня
2803,19914761,19914761,1477777989,Если мы умеем противостоять своим страстям то обычно не потому что мы сильны а потому что слабы эти страсти Франсуа де ЛарошфукоФрансуа как в воду глядел когда писал эти строки 
2804,19914761,19914761,1477757445,В этом сезоне мы будем носить серый синий голубой все на шоппинг
2805,19914761,19914761,1477345163,Цените ❤️ любовь
2806,19914761,19914761,1477291340,Начнём утро с правильных мыслей 😂
2808,19914761,19914761,1477160777,Француза Саган как же тонко женщины пишут о любви Когда есть желание умереть от счастья
2809,19914761,19914761,1477135549,Новый фильм Вуди Алена совпал с мыслями и настроением моего уикэнда А еще у Вуди есть пара цепляющих фишек кто знаком с творчеством знают рассказ истории на протяжение всего фильма и стилистическое оформление такое теплое осеннее Рекомендую тому кто еще не смотрел этот фильм
2810,19914761,19914761,1477134197,Пора найти царя… хотя бы в своей голове…а если серьёзно то место изумительное Царь
2811,19914761,19914761,1476996349,Когда живешь в районе с видами круче чем на Крестовском 😎😎😎 Куракина Дача
2812,19914761,19914761,1476989182,Желаю каждой услышать такие слова 
2813,19914761,19914761,1476895127,Верные любовники все равно что закаты и восходы солнца явление о котором много пишут и говорят но редко наблюдают воочию 
2814,19914761,19914761,1476764005, И кто мы с тобой теперь спросила она склонив голову и обхватив руками свои колени Друзья или любовники Он стоял у окна и молчал… Кем бы ты хотел быть спросила она снова Он посмотрел в окно на звёздное небо и мечтательно ответил Космонавтом 
2816,19914761,19914761,1476559943,Сегодня побывала Никогда нельзя унывать Физически люди умирают а духовно никогда Надо верить 
2817,19914761,19914761,1476302040,Знакома всем глухая робость когда у края вдруг шатает нас чувство тихо тянет в пропасть но разум за руку хватает 😂😆😬
2820,19914761,19914761,1475945473, октября в это актуальный вокально инструментальный проект исполняющий лэтин джаз в стилистике х Качественный звук профессиональные музыканты и отличная визуальная составляющая В составе проекта Борис Эча вокал малая перкуссия Константин Хазанович клавиши Луис Менесес бас Юнески Руиз конги Михаил Мелешихин труба Харлин Рамос тимбалес й этаж Невский проспект Кто со мной случать Бориса и под него же плясать 
2824,19914761,19914761,1475516518,Уже дома пустеют до зари Листва внизу и только ветер дует Уже октябрь читатели мои Приходит время новых поцелуев Иосиф Бродский
2825,19914761,19914761,1475487638,Мне судьба многократно дарила приключения разных сортов я живу не держась за перила и всегда наебнуться готов 
2827,19914761,19914761,1475302780,А мне понравился этот клип 
2828,19914761,19914761,1475122236,Решил музыку послушать Вот с чего надо начинать свой день Рэй Брэдбери
2829,19914761,19914761,1474909038,когда день не задался с утра
2830,19914761,19914761,1474890861,Овен сексуальный наркоман 😈 Дева ох енно пошлая 😜 Лев бог секса 😍 продолжение под фото▼Почему тут сексуальных наркомана 
2831,19914761,19914761,1474802475,Везде каноны и традиции уставы стили и обычаи за их незримыми границами блаженно тонешь в неприличии 
2833,19914761,19914761,1474387036,❤️💛💚💙💜от Никиты Захарова
2835,19914761,19914761,1474136587,Шикарный концерт спасибо за настроение 
2836,19914761,19914761,1474131141,Когда наступила осень 
2837,19914761,19914761,1474090670,Понимайте как хотите
2838,19914761,19914761,1473837854,Осень в Нью Йорке ничего другого не остаётся
2839,19914761,19914761,1473694155,Великая сила искусства хочу в музей сводите меня 😂😂😂
2840,19914761,19914761,1473450973,Сегодня мне педагог процитировал запало в душу а завтра сальса🤔🤔🤔 Чтобы освоить любое новое движение нужно правильно повторить его семь тысяч раз Если вы талантливы то шесть Безумно талантливы пять с половиной Гениальный пять тысяч но никак не меньше А то сделают двадцать раз и ноют не получается Я бездарен как крышка от унитаза Дмитрий Емец Мефодий Буслаев Ожерелье дриады» 
2841,19914761,19914761,1473450698,Самка спряталась под самца Взгляд у неё спокойный Верит в своего И не только потому что он сильный У этих зверей самец не может самку атаковать Она это знает И собой прикрывает горло своему самцу И делает вид что просто прячется Наверное так должно быть и у людей 
2843,19914761,19914761,1473082977,Музей Николы Тесла 
2844,19914761,19914761,1473061251,Наконец то дошли до сладкого 
2846,19914761,19914761,1472987958,Всем привет из солнечного Белграда 
2847,19914761,19914761,1472926495,Паршивый мир куда ни глянь Куда поскачем конь крылатый Везде дебил иль соглядатай или талантливая дрянь И Бродский
2848,19914761,19914761,1472885476,Ограниченность удовольствия только увеличивает его ценность Зигмунд Фрейд 
2850,19914761,19914761,1472537574,Иди за мной когда земля в зените Твоих занятий и твоих событий Редеет лес прибой ослабевает С тобой соединенья не бывает Но и разлуки тоже не предвидим Тобой любим тобою ненавидим Тобой забыт и стало быть зарыт В фундамент твоего ночного дома Я снова рядом ты не упадёшь Иди за мной не зная что ведомый Не зная что идёшь Михаил Гронас📖🌞
2852,19914761,19914761,1472285394,Когда в принципе все хорошо 
2853,19914761,19914761,1472221978, Брат Альберт живо смекнул что она с придурью и рассудив что для него это сущий клад внезапно и без памяти в неё влюбился Декамерон
2856,19914761,19914761,1471937150,Отдохнули расслабились и сегодня будет день опять Мопс 
2857,19914761,19914761,1471806510,Вдоволь накатались натанцевались насмеялись спасибо всем участникам 
2858,19914761,19914761,1471775914,Маленький студийный эльф🌛🗝 Фотостудия Попкорн
2859,19914761,19914761,1471758981,Пожалуй воздержимся о рассказах про ЗОЖ😂 Ресторан Москва 
2860,19914761,19914761,1471758697,Люблю своих красоток по веселились от души а сегодня пора на съемки увидимся в студии Ресторан Москва 
2861,19914761,19914761,1471716575,Сильное очень Мать говорит Христу Ты мой сын или мой Бог Ты прибит к кресту Как я пойду домой Как ступлю на порог не поняв не решив ты мой сын или Бог То есть мертв или жив Он говорит в ответ Мертвый или живой разницы жено нет Сын или Бог я твой И Бродский🤔📖
2862,19914761,19914761,1471696233,Для всех кто влюблен в латино 😉Дмитрий спасибо за фильм Посмотрела с удовольствием 
2863,19914761,19914761,1471551561,Когда тренировка начинается поздно 
2865,19914761,19914761,1471208774,И вот он долгожданный сюрприз 🎼🎤 Команда при поддержке продюсерской компании Санкт Петербург Россия с огромной радостью представляет концерт группы Творчество молодой кубинской группы сложно вписать в рамки какого либо одного стиля Музыкантов вдохновляет разная музыка но наибольшее влияние оказывает живущая в сердце традиционная кубинская музыка В настоящее время группа ★ ★ это вокал перкуссия бас гитара трес гитара бонго тимбалес конги перкуссия Приходите и Вы поддержать любимую группу насладится их НОВЫМИ синглами и подпевать уже столь родным старым песням Пусть этот вечер станет особенным сделанослюбовьюПоддержим 
2866,19914761,19914761,1471187773,Блажен тот кто сегодня под дня танцует 
2867,19914761,19914761,1471159782,Питерская тусовка 😉
2868,19914761,19914761,1471029135,Иногда баба хочет залезть к мужику на коленки и жаловаться на всех и чтоб ее гладили по голове и предлагали мороженое или потрахаться 
2869,19914761,19914761,1471007958,Не рой ведьме яму Она ее найдет сделает глубже и сбросит туда ТЕБЯ 😉гарантирую
2871,19914761,19914761,1470856871,Из за своего несносного характера накосячила везде где только можно было это сделать как выправить ситуацию 
2872,19914761,19914761,1470744449,Друзья ну на полном серьезе компания мечты Я обожаю это место и этих людей Гоу к нам Оригинал Все кто ищет работу вам сюда 
